,index,route_id,status,timestamp,collisions_layout,collisions_pedestrian,collisions_vehicle,outside_route_lanes,red_light,route_dev,route_timeout,stop_infraction,vehicle_blocked,route_length,ego_vehicle,carla_version,scenario,completion_score,driving_score,infraction_penalty,npc_vehicles,pedestrians,simulation_time,system_time,infraction_name
116,55,RouteScenario_55,Completed,route_55_route0_01_20_13_23_44,0,0,0,0.0,0,0,0,0,0,55.34447144880457,vehicle.bmw.isetta,10,9,100.0,100.0,1.0,120,0,36.500000543892384,254.21710729599,none
117,47,RouteScenario_47,Failed,route_47_route0_01_20_12_38_18,1,0,0,18.97,0,0,0,0,0,55.61009969298386,vehicle.bmw.isetta,10,9,74.59555399076638,39.289656011925395,0.5267023825144963,120,0,138.650002066046,967.5147967338562,collisions_layout
118,59,RouteScenario_59,Completed,route_59_route0_01_20_13_31_08,0,0,0,0.0,0,0,0,0,0,56.290417613840575,vehicle.bmw.isetta,10,9,100.0,100.0,1.0,120,0,26.30000039190054,154.10082149505615,none
119,62,RouteScenario_62,Completed,route_62_route0_01_20_13_45_28,0,0,0,0.0,0,0,0,0,0,56.026662986577875,vehicle.bmw.isetta,10,9,100.0,100.0,1.0,120,0,52.35000078007579,320.6279637813568,none
120,31,RouteScenario_31,Completed,route_31_route0_01_20_11_56_14,0,0,0,0.0,0,0,0,0,0,55.507802941520346,vehicle.bmw.isetta,10,9,100.0,100.0,1.0,120,0,23.900000356137753,143.93314909934998,none
121,36,RouteScenario_36,Completed,route_36_route0_01_20_12_06_54,0,0,0,2.19,0,0,0,0,0,55.24653262480497,vehicle.bmw.isetta,10,9,100.0,97.81098492863603,0.9781098492863604,120,0,123.20000183582306,715.5675346851349,none
122,66,RouteScenario_66,Failed,route_66_route0_01_20_13_57_38,0,0,1,0.0,0,0,0,0,0,55.41121556217197,vehicle.bmw.isetta,10,9,37.88495156015697,22.73097093609418,0.6,120,0,16.800000250339508,111.755784034729,collisions_vehicle
123,50,RouteScenario_50,Completed,route_50_route0_01_20_13_15_51,0,0,0,0.0,0,0,0,0,0,55.2693469423156,vehicle.bmw.isetta,10,9,100.0,100.0,1.0,120,0,22.350000333040953,156.7856366634369,none
124,14,RouteScenario_14,Completed,route_14_route0_01_20_10_53_37,0,0,0,11.46,0,0,0,0,0,55.2446401601069,vehicle.bmw.isetta,10,9,100.0,88.53646641057284,0.8853646641057284,120,0,22.750000339001417,160.11654329299927,none
125,35,RouteScenario_35,Failed,route_35_route0_01_20_12_01_44,0,0,1,6.29,0,0,0,0,0,55.1791221263788,vehicle.bmw.isetta,10,9,43.31561277978616,24.353355165036838,0.5622304199838465,120,0,21.15000031515956,140.93255162239075,collisions_vehicle
126,5,RouteScenario_5,Completed,route_5_route0_01_20_13_06_02,0,0,0,0.0,0,0,0,0,0,55.43311785764707,vehicle.bmw.isetta,10,9,100.0,100.0,1.0,120,0,61.450000915676355,381.8766927719116,none
127,8,RouteScenario_8,Failed,route_8_route0_01_20_14_12_37,1,0,0,0.0,0,0,0,0,0,54.75607184336737,vehicle.bmw.isetta,10,9,58.264888835398935,37.87217774300931,0.65,120,0,20.150000300258398,135.84645438194275,collisions_layout
128,9,RouteScenario_9,Completed,route_9_route0_01_20_14_21_05,0,0,0,18.16,0,0,0,0,0,55.59823106089415,vehicle.bmw.isetta,10,9,100.0,81.8399704773209,0.818399704773209,120,0,100.10000149160624,609.9955627918243,none
129,60,RouteScenario_60,Failed,route_60_route0_01_20_13_37_49,1,0,0,0.0,0,0,0,0,0,55.71251834771494,vehicle.bmw.isetta,10,9,47.84394417721392,31.098563715189048,0.65,120,0,17.200000256299973,122.10733819007874,collisions_layout
130,13,RouteScenario_13,Completed,route_13_route0_01_20_10_38_08,0,0,0,0.0,0,0,0,0,0,56.094386897300026,vehicle.bmw.isetta,10,9,100.0,100.0,1.0,120,0,116.90000174194574,725.0728690624237,none
131,29,RouteScenario_29,Completed,route_29_route0_01_20_11_33_53,0,0,0,0.0,0,0,0,0,0,55.94493792555948,vehicle.bmw.isetta,10,9,100.0,100.0,1.0,120,0,23.000000342726707,122.54390144348145,none
132,3,RouteScenario_3,Completed,route_3_route0_01_19_15_15_33,0,0,0,0.0,0,0,0,0,0,78.99352533935645,vehicle.lincoln.mkz2017,10,1,100.0,100.0,1.0,120,0,49.80000074207783,347.24496054649353,none
133,4,RouteScenario_4,Completed,route_4_route0_01_19_15_22_51,0,0,0,0.0,0,0,0,0,0,334.39002329383925,vehicle.lincoln.mkz2017,10,1,100.0,100.0,1.0,120,0,96.30000143498182,579.7043535709381,none
134,1,RouteScenario_1,Completed,route_1_route0_01_19_14_00_10,0,0,0,0.0,0,0,0,0,0,83.59873826094632,vehicle.lincoln.mkz2017,10,1,100.0,100.0,1.0,120,0,83.25000124052167,584.5548083782196,none
135,2,RouteScenario_2,Completed,route_2_route0_01_19_14_27_17,0,0,0,0.0,0,0,0,0,0,310.51499937633105,vehicle.lincoln.mkz2017,10,1,100.0,100.0,1.0,120,0,71.70000106841326,424.6747615337372,none
136,0,RouteScenario_0,Completed,route_0_route0_01_19_13_43_58,0,0,0,0.0,0,0,0,0,0,316.4820829944565,vehicle.lincoln.mkz2017,10,1,100.0,100.0,1.0,120,0,77.15000114962459,483.09313893318176,none
137,5,RouteScenario_5,Completed,route_5_route0_01_19_15_41_40,0,0,0,0.0,0,0,0,0,0,326.46289454712144,vehicle.lincoln.mkz2017,10,1,100.0,100.0,1.0,120,0,100.55000149831176,567.0098102092743,none
138,3,RouteScenario_3,Completed,route_3_route0_01_19_17_27_50,0,0,0,0.0,0,0,0,0,0,78.99352533935645,vehicle.lincoln.mkz2017,10,3,100.0,100.0,1.0,120,0,50.70000075548887,361.6843931674957,none
139,4,RouteScenario_4,Completed,route_4_route0_01_19_17_35_23,0,0,0,0.0,0,0,0,0,0,334.39002329383925,vehicle.lincoln.mkz2017,10,3,100.0,100.0,1.0,120,0,163.50000243633986,1012.4563889503479,none
140,1,RouteScenario_1,Completed,route_1_route0_01_19_16_27_22,0,0,0,0.0,0,0,0,0,0,83.59873826094632,vehicle.lincoln.mkz2017,10,3,100.0,100.0,1.0,120,0,84.95000126585364,567.3543894290924,none
141,2,RouteScenario_2,Completed,route_2_route0_01_19_16_46_44,0,0,0,0.0,0,0,0,0,0,310.51499937633105,vehicle.lincoln.mkz2017,10,3,100.0,100.0,1.0,120,0,68.65000102296472,406.2335340976715,none
142,0,RouteScenario_0,Completed,route_0_route0_01_19_16_06_46,0,0,0,0.0,0,0,0,0,0,316.4820829944565,vehicle.lincoln.mkz2017,10,3,100.0,100.0,1.0,120,0,165.55000246688724,1003.4262948036194,none
143,5,RouteScenario_5,Completed,route_5_route0_01_19_18_56_38,0,0,0,0.0,0,0,0,0,0,326.46289454712144,vehicle.lincoln.mkz2017,10,3,100.0,100.0,1.0,120,0,99.3000014796853,557.8083884716034,none
144,17,RouteScenario_17,Completed,route_17_route0_01_19_20_42_40,0,0,0,0.0,0,0,0,0,0,55.25090884695793,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,61.00000090897083,418.67930722236633,none
145,38,RouteScenario_38,Completed,route_38_route0_01_19_23_54_38,0,0,0,0.0,0,0,0,0,0,61.94757622419835,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,76.70000114291906,476.8090236186981,none
146,18,RouteScenario_18,Completed,route_18_route0_01_19_20_51_54,0,0,0,0.0,0,0,0,0,0,61.59830038671384,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,61.80000092089176,397.96986055374146,none
147,19,RouteScenario_19,Completed,route_19_route0_01_19_21_06_07,0,0,0,0.0,0,0,0,0,0,55.94493792555948,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,26.200000390410423,143.00982809066772,none
148,41,RouteScenario_41,Completed,route_41_route0_01_20_00_50_09,0,0,0,0.0,0,0,0,0,0,61.367142631099526,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,61.25000091269612,343.24113750457764,none
149,16,RouteScenario_16,Completed,route_16_route0_01_19_20_36_45,0,0,0,0.0,0,0,0,0,0,60.91089740578979,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,34.35000051185489,191.24869060516357,none
150,22,RouteScenario_22,Completed,route_22_route0_01_19_21_31_14,0,0,0,0.0,0,0,0,0,0,60.83781726315381,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,51.05000076070428,359.23471331596375,none
151,3,RouteScenario_3,Completed,route_3_route0_01_19_22_43_58,0,0,0,0.0,0,0,0,0,0,55.43311785764707,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,23.350000347942114,152.510910987854,none
152,37,RouteScenario_37,Completed,route_37_route0_01_19_23_44_18,0,0,0,0.0,0,0,0,0,0,55.34447144880457,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,37.200000554323196,259.89716243743896,none
153,46,RouteScenario_46,Completed,route_46_route0_01_20_01_53_07,0,0,0,0.0,0,0,0,0,0,54.914477604823574,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,41.20000061392784,293.61835622787476,none
154,26,RouteScenario_26,Completed,route_26_route0_01_19_22_06_38,0,0,0,0.0,0,0,0,0,0,55.19927747263407,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,46.500000692903996,311.9026291370392,none
155,21,RouteScenario_21,Completed,route_21_route0_01_19_21_27_02,0,0,0,0.0,0,0,0,0,0,55.507802941520346,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,18.0000002682209,109.36890053749084,none
156,10,RouteScenario_10,Completed,route_10_route0_01_19_19_46_04,0,0,0,0.0,0,0,0,0,0,55.2446401601069,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,15.300000227987766,109.05196714401245,none
157,32,RouteScenario_32,Completed,route_32_route0_01_19_23_09_18,0,0,0,0.0,0,0,0,0,0,55.27290728705631,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,27.150000404566526,152.15416288375854,none
158,11,RouteScenario_11,Completed,route_11_route0_01_19_19_50_59,0,0,0,0.0,0,0,0,0,0,60.901017691577785,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,29.550000440329313,161.92762327194214,none
159,25,RouteScenario_25,Completed,route_25_route0_01_19_21_54_29,0,0,0,0.0,0,0,0,0,0,60.903067475394465,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,47.250000704079866,348.37591648101807,none
160,4,RouteScenario_4,Completed,route_4_route0_01_20_00_18_10,0,0,0,0.0,0,0,0,0,0,54.75607184336737,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,19.80000029504299,124.52455472946167,none
161,34,RouteScenario_34,Completed,route_34_route0_01_19_23_25_27,0,0,0,0.0,0,0,0,0,0,55.2693469423156,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,18.100000269711018,120.80232572555542,none
162,47,RouteScenario_47,Completed,route_47_route0_01_20_02_02_12,0,0,0,0.0,0,0,0,0,0,60.57136272504224,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,30.200000450015068,189.76281929016113,none
163,1,RouteScenario_1,Completed,route_1_route0_01_19_19_35_52,0,0,0,0.0,0,0,0,0,0,55.416160433360744,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,61.85000092163682,407.72210812568665,none
164,2,RouteScenario_2,Completed,route_2_route0_01_19_21_11_55,0,0,0,0.0,0,0,0,0,0,61.09374739316211,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,29.85000044479966,206.34012746810913,none
165,30,RouteScenario_30,Completed,route_30_route0_01_19_22_58_35,0,0,0,0.0,0,0,0,0,0,55.9272196240984,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,30.250000450760126,187.84740662574768,none
166,6,RouteScenario_6,Completed,route_6_route0_01_20_02_18_24,0,0,0,0.0,0,0,0,0,0,61.25325971366519,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,42.100000627338886,280.0397238731384,none
167,40,RouteScenario_40,Completed,route_40_route0_01_20_00_22_38,0,0,0,0.0,0,0,0,0,0,55.71251834771494,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,21.300000317394733,144.4884479045868,none
168,31,RouteScenario_31,Completed,route_31_route0_01_19_23_05_19,0,0,0,0.0,0,0,0,0,0,55.61009969298386,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,15.900000236928463,97.78637170791626,none
169,36,RouteScenario_36,Completed,route_36_route0_01_19_23_36_49,0,0,0,0.0,0,0,0,0,0,61.00178018503786,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,30.90000046044588,182.97257709503174,none
170,45,RouteScenario_45,Completed,route_45_route0_01_20_01_37_49,0,0,0,0.0,0,0,0,0,0,61.067938290835365,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,45.55000067874789,321.79853916168213,none
171,20,RouteScenario_20,Completed,route_20_route0_01_19_21_20_16,0,0,0,0.0,0,0,0,0,0,61.16392023319401,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,28.450000423938036,170.18604445457458,none
172,28,RouteScenario_28,Completed,route_28_route0_01_19_22_25_17,0,0,0,0.0,0,0,0,0,0,61.26539929186665,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,28.35000042244792,162.78061819076538,none
173,42,RouteScenario_42,Completed,route_42_route0_01_20_01_02_31,0,0,0,0.0,0,0,0,0,0,56.026662986577875,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,47.70000071078539,310.3329041004181,none
174,27,RouteScenario_27,Completed,route_27_route0_01_19_22_17_41,0,0,0,0.0,0,0,0,0,0,60.85623744415566,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,34.25000051036477,220.20871329307556,none
175,23,RouteScenario_23,Completed,route_23_route0_01_19_21_43_59,0,0,0,0.0,0,0,0,0,0,55.1791221263788,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,25.50000037997961,139.75505828857422,none
176,43,RouteScenario_43,Completed,route_43_route0_01_20_01_13_47,0,0,0,0.0,0,0,0,0,0,61.68555879782448,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,45.95000068470836,272.0984938144684,none
177,14,RouteScenario_14,Completed,route_14_route0_01_19_20_16_37,0,0,0,0.0,0,0,0,0,0,60.953372580607784,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,30.550000455230474,178.1505675315857,none
178,35,RouteScenario_35,Completed,route_35_route0_01_19_23_30_43,0,0,0,0.0,0,0,0,0,0,60.92792055053716,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,29.050000432878733,157.35736894607544,none
179,0,RouteScenario_0,Completed,route_0_route0_01_19_19_21_14,0,0,0,0.0,0,0,0,0,0,61.06920292504007,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,61.55000091716647,377.9760203361511,none
180,5,RouteScenario_5,Completed,route_5_route0_01_20_02_09_07,0,0,0,0.0,0,0,0,0,0,55.59823106089415,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,52.75000078603625,317.1816945075989,none
181,8,RouteScenario_8,Completed,route_8_route0_01_20_02_36_20,0,0,0,0.0,0,0,0,0,0,61.75131111908178,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,41.70000062137842,280.0868515968323,none
182,9,RouteScenario_9,Completed,route_9_route0_01_20_02_46_27,0,0,0,0.0,0,0,0,0,0,56.094386897300026,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,27.05000040307641,150.88212323188782,none
183,12,RouteScenario_12,Completed,route_12_route0_01_19_19_57_46,0,0,0,0.0,0,0,0,0,0,60.69758307301105,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,45.80000068247318,277.3122055530548,none
184,7,RouteScenario_7,Completed,route_7_route0_01_20_02_28_49,0,0,0,0.0,0,0,0,0,0,60.41447692826555,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,31.250000465661287,192.33390593528748,none
185,13,RouteScenario_13,Completed,route_13_route0_01_19_20_07_52,0,0,0,0.0,0,0,0,0,0,55.04141645760018,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,47.85000071302056,279.59697937965393,none
186,33,RouteScenario_33,Completed,route_33_route0_01_19_23_15_54,0,0,0,0.0,0,0,0,0,0,60.92802203945554,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,45.9000006839633,257.2284231185913,none
187,44,RouteScenario_44,Completed,route_44_route0_01_20_01_24_00,0,0,0,0.0,0,0,0,0,0,55.41121556217197,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,64.10000095516443,400.76300406455994,none
188,24,RouteScenario_24,Completed,route_24_route0_01_19_21_48_52,0,0,0,0.0,0,0,0,0,0,55.24653262480497,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,25.900000385940075,137.1446189880371,none
189,29,RouteScenario_29,Completed,route_29_route0_01_19_22_32_04,0,0,0,0.0,0,0,0,0,0,61.58523811688995,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,45.450000677257776,326.0098578929901,none
190,15,RouteScenario_15,Completed,route_15_route0_01_19_20_23_52,0,0,0,0.0,0,0,0,0,0,55.295861513545525,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,55.90000083297491,383.6732518672943,none
191,39,RouteScenario_39,Completed,route_39_route0_01_20_00_11_33,0,0,0,0.0,0,0,0,0,0,56.290417613840575,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,26.80000039935112,160.54026412963867,none
192,17,RouteScenario_17,Completed,route_17_route0_01_20_03_23_04,0,0,0,0.0,0,0,0,0,0,83.089996226047,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,47.95000071451068,279.1624116897583,none
193,41,RouteScenario_41,Completed,route_41_route0_01_20_04_39_00,0,0,0,0.0,0,0,0,0,0,82.6000177588627,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,22.40000033378601,118.36661553382874,none
194,16,RouteScenario_16,Completed,route_16_route0_01_20_03_15_40,0,0,0,0.0,0,0,0,0,0,83.089996226047,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,32.50000048428774,198.51056432724,none
195,22,RouteScenario_22,Completed,route_22_route0_01_20_03_31_42,0,0,0,0.0,0,0,0,0,0,82.0000009476335,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,24.650000367313623,144.74325013160706,none
196,57,RouteScenario_57,Completed,route_57_route0_01_20_05_30_22,0,0,0,0.0,0,0,0,0,0,83.30912522726364,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,29.500000439584255,195.38401293754578,none
197,26,RouteScenario_26,Completed,route_26_route0_01_20_04_00_22,0,0,0,0.0,0,0,0,0,0,83.11998033178662,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,76.75000114366412,460.2002511024475,none
198,32,RouteScenario_32,Completed,route_32_route0_01_20_04_18_03,0,0,0,0.0,0,0,0,0,0,81.98086781925831,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,25.050000373274088,164.31620121002197,none
199,52,RouteScenario_52,Completed,route_52_route0_01_20_05_00_10,0,0,0,0.0,0,0,0,0,0,82.00997924804688,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,26.80000039935112,147.90039229393005,none
200,1,RouteScenario_1,Completed,route_1_route0_01_20_02_59_16,0,0,0,0.0,0,0,0,0,0,82.18000091524995,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,70.50000105053186,478.418417930603,none
201,56,RouteScenario_56,Completed,route_56_route0_01_20_05_24_57,0,0,0,0.0,0,0,0,0,0,83.31085709977604,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,23.400000348687172,131.03118991851807,none
202,68,RouteScenario_68,Completed,route_68_route0_01_20_06_03_23,0,0,0,0.0,0,0,0,0,0,82.0000009476335,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,61.90000092238188,346.3061444759369,none
203,6,RouteScenario_6,Completed,route_6_route0_01_20_05_37_47,0,0,0,0.0,0,0,0,0,0,81.99999331823905,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,32.050000477582216,197.7830855846405,none
204,40,RouteScenario_40,Completed,route_40_route0_01_20_04_32_46,0,0,0,0.0,0,0,0,0,0,82.60001775936934,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,22.6500003375113,162.43352365493774,none
205,53,RouteScenario_53,Completed,route_53_route0_01_20_05_05_58,0,0,0,0.0,0,0,0,0,0,82.00997924804688,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,23.350000347942114,159.90702891349792,none
206,42,RouteScenario_42,Completed,route_42_route0_01_20_04_43_56,0,0,0,0.0,0,0,0,0,0,83.51000974305987,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,32.5500004850328,216.2705717086792,none
207,27,RouteScenario_27,Completed,route_27_route0_01_20_04_12_15,0,0,0,0.0,0,0,0,0,0,83.11998033178662,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,22.70000033825636,147.33148980140686,none
208,23,RouteScenario_23,Completed,route_23_route0_01_20_03_37_55,0,0,0,0.0,0,0,0,0,0,82.0000009476335,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,100.5000014975667,676.8026883602142,none
209,43,RouteScenario_43,Failed,route_43_route0_01_20_04_51_00,0,0,1,0.0,0,0,0,0,0,83.51000974305987,vehicle.lincoln.mkz2017,10,7,42.487434032111665,25.492460419266997,0.6,120,0,48.00000071525574,298.1760883331299,collisions_vehicle
210,0,RouteScenario_0,Completed,route_0_route0_01_20_02_52_43,0,0,0,0.0,0,0,0,0,0,82.18000091524995,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,22.40000033378601,165.7618372440338,none
211,64,RouteScenario_64,Completed,route_64_route0_01_20_05_45_23,0,0,0,0.0,0,0,0,0,0,82.61000234595448,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,49.850000742822886,352.62308263778687,none
212,65,RouteScenario_65,Completed,route_65_route0_01_20_05_53_51,0,0,0,0.0,0,0,0,0,0,82.60999853125792,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,25.150000374764204,148.5172562599182,none
213,7,RouteScenario_7,Completed,route_7_route0_01_20_06_27_49,0,0,0,0.0,0,0,0,0,0,81.99999331823905,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,53.85000080242753,321.7356867790222,none
214,33,RouteScenario_33,Completed,route_33_route0_01_20_04_24_35,0,0,0,0.0,0,0,0,0,0,81.97915120561767,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,36.35000054165721,205.9081745147705,none
215,69,RouteScenario_69,Completed,route_69_route0_01_20_06_20_48,0,0,0,0.0,0,0,0,0,0,82.00000476233072,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,22.800000339746475,173.4198968410492,none
216,18,RouteScenario_18,Completed,route_18_route0_01_20_07_39_22,0,0,0,0.0,0,0,0,0,0,60.69758307301105,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,22.750000339001417,149.70203471183777,none
217,61,RouteScenario_61,Completed,route_61_route0_01_20_09_58_57,0,0,0,0.0,0,0,0,0,0,61.367142631099526,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,61.200000911951065,348.34937262535095,none
218,37,RouteScenario_37,Completed,route_37_route0_01_20_08_42_33,0,0,0,0.0,0,0,0,0,0,60.903067475394465,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,49.100000731647015,330.33506512641907,none
219,67,RouteScenario_67,Completed,route_67_route0_01_20_10_17_08,0,0,0,0.0,0,0,0,0,0,61.067938290835365,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,37.70000056177378,277.2744896411896,none
220,10,RouteScenario_10,Completed,route_10_route0_01_20_06_39_36,0,0,0,0.0,0,0,0,0,0,61.25325971366519,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,29.15000043436885,190.20216464996338,none
221,11,RouteScenario_11,Completed,route_11_route0_01_20_06_46_37,0,0,0,0.0,0,0,0,0,0,60.41447692826555,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,37.15000055357814,240.17218136787415,none
222,4,RouteScenario_4,Completed,route_4_route0_01_20_09_01_10,0,0,0,0.0,0,0,0,0,0,61.09374739316211,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,29.450000438839197,208.56459856033325,none
223,34,RouteScenario_34,Completed,route_34_route0_01_20_08_35_24,0,0,0,0.0,0,0,0,0,0,60.83781726315381,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,26.650000397115946,180.54082560539246,none
224,2,RouteScenario_2,Completed,route_2_route0_01_20_07_45_27,0,0,0,0.0,0,0,0,0,0,61.06920292504007,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,63.500000946223736,402.6254298686981,none
225,30,RouteScenario_30,Completed,route_30_route0_01_20_08_29_12,0,0,0,0.0,0,0,0,0,0,61.16392023319401,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,26.30000039190054,144.96084022521973,none
226,71,RouteScenario_71,Completed,route_71_route0_01_20_10_27_58,0,0,0,0.0,0,0,0,0,0,60.57136272504224,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,31.250000465661287,196.42219710350037,none
227,58,RouteScenario_58,Completed,route_58_route0_01_20_09_41_16,0,0,0,0.0,0,0,0,0,0,61.94757622419835,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,76.60000114142895,522.8569326400757,none
228,51,RouteScenario_51,Completed,route_51_route0_01_20_09_28_31,0,0,0,0.0,0,0,0,0,0,60.92792055053716,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,30.550000455230474,166.80841875076294,none
229,45,RouteScenario_45,Completed,route_45_route0_01_20_09_16_05,0,0,0,0.0,0,0,0,0,0,61.58523811688995,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,23.050000343471766,149.93386483192444,none
230,20,RouteScenario_20,Completed,route_20_route0_01_20_07_59_16,0,0,0,0.0,0,0,0,0,0,60.953372580607784,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,31.250000465661287,194.20673274993896,none
231,28,RouteScenario_28,Completed,route_28_route0_01_20_08_14_03,0,0,0,0.0,0,0,0,0,0,61.59830038671384,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,61.85000092163682,443.54238772392273,none
232,63,RouteScenario_63,Completed,route_63_route0_01_20_10_11_26,0,0,0,0.0,0,0,0,0,0,61.68555879782448,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,22.300000332295895,134.1057550907135,none
233,49,RouteScenario_49,Completed,route_49_route0_01_20_09_22_11,0,0,0,0.0,0,0,0,0,0,60.92802203945554,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,26.600000396370888,164.58662676811218,none
